l49175789-l49072088	2.661000	0.455320	2.310000
l49175828-l49580115	2.645500	0.540243	1.890000
l49220392-l49137530	-0.363600	0.452169	0.100000
l49220392-l49175828	-0.601740	0.237775	-0.740000
l49220548-l49220392	0.450200	0.144016	-0.030000
l49220548-l49580115	1.345900	0.452417	1.130000
l49220548-l49932129	2.304100	0.526091	1.560000
l49396360-l49137530	-0.763242	0.094133	-0.850000
l49396360-l49175828	-1.814000	0.485349	-1.690000
l49396360-l49220548	-1.133700	0.465939	-0.920000
l49396360-l49582390	-0.442482	0.264511	-0.450000
l49582468-l49137530	-1.428900	0.462186	-0.840000
l49582468-l49932129	1.351400	0.277206	0.660000
l49585367-l49137530	-2.207020	0.319215	-1.560000
l49932714-l49137530	-1.682030	0.226479	-1.300000
l49932714-l49175789	-3.498400	0.536787	-1.250000
l49932714-l49580115	0.374920	0.223152	-0.250000
l49932714-l49582390	-1.398940	0.282870	-0.910000
l49932714-l49582468	-0.677100	0.440863	-0.470000
l50107616-l49582390	-1.106200	0.316803	-1.330000
l50107616-l49585367	0.738800	0.384195	-0.160000
l50181001-l49137530	-2.442100	0.522329	-1.660000
l50181001-l49582390	-2.391040	0.355358	-1.260000
